date,location,count,sky_cov,air_temp_daymean_month_mean,air_temp_daymax_month_mean,air_temp_daymin_month_mean,air_temp_daymax_month_max,air_temp_daymin_month_min,wind_speed_month_mean,wind_speed_daymax_month_max,sunshine_duration,precipitation_month_sum,precipitation_daymax_month_max
2017-04-01,Hohenzollernbrücke,66706,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Hohenzollernbrücke,83759,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Hohenzollernbrücke,85784,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Hohenzollernbrücke,78592,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Hohenzollernbrücke,75400,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Hohenzollernbrücke,70334,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Hohenzollernbrücke,67470,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Hohenzollernbrücke,55292,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Hohenzollernbrücke,35315,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Neumarkt,74797,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Neumarkt,77594,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Neumarkt,125974,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Neumarkt,125700,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Neumarkt,167373,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Neumarkt,174201,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Neumarkt,163804,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Neumarkt,152077,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Neumarkt,133561,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Neumarkt,130666,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Neumarkt,110746,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Neumarkt,85374,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Zülpicher Straße,96297,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Zülpicher Straße,93105,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Zülpicher Straße,129963,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Zülpicher Straße,134670,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Zülpicher Straße,172831,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Zülpicher Straße,167721,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Zülpicher Straße,164520,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Zülpicher Straße,135957,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Zülpicher Straße,128742,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Zülpicher Straße,140756,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Zülpicher Straße,116700,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Zülpicher Straße,88069,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Bonner Straße,49498,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Bonner Straße,50217,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Bonner Straße,73855,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Bonner Straße,74481,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Bonner Straße,91231,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Bonner Straße,89928,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Bonner Straße,90724,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Bonner Straße,85065,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Bonner Straße,82054,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Bonner Straße,78670,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Bonner Straße,66676,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Bonner Straße,51364,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Venloer Straße,91246,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Venloer Straße,93126,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Venloer Straße,139536,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Venloer Straße,143412,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Venloer Straße,185842,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Venloer Straße,192365,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Venloer Straße,182063,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Venloer Straße,167140,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Venloer Straße,153655,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Venloer Straße,155545,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Venloer Straße,128675,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Venloer Straße,97834,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,A.-Schütte-Allee,15868,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,A.-Schütte-Allee,18936,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,A.-Schütte-Allee,41617,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,A.-Schütte-Allee,42409,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,A.-Schütte-Allee,64964,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,A.-Schütte-Allee,67592,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,A.-Schütte-Allee,62165,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,A.-Schütte-Allee,61608,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,A.-Schütte-Allee,45334,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,A.-Schütte-Allee,40380,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,A.-Schütte-Allee,25992,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,A.-Schütte-Allee,15606,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Vorgebirgspark,9692,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Vorgebirgspark,10750,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Vorgebirgspark,17748,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Vorgebirgspark,17972,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Vorgebirgspark,25528,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Vorgebirgspark,26885,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Vorgebirgspark,23545,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Vorgebirgspark,20382,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Vorgebirgspark,18992,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Vorgebirgspark,18007,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Vorgebirgspark,14573,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Vorgebirgspark,9576,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,A.-Silbermann-Weg,56291,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,A.-Silbermann-Weg,55424,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,A.-Silbermann-Weg,79834,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,A.-Silbermann-Weg,81829,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,A.-Silbermann-Weg,119814,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,A.-Silbermann-Weg,116284,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,A.-Silbermann-Weg,109212,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,A.-Silbermann-Weg,87442,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,A.-Silbermann-Weg,82753,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,A.-Silbermann-Weg,91676,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,A.-Silbermann-Weg,73926,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,A.-Silbermann-Weg,46813,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Stadtwald,23360,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Stadtwald,28639,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Stadtwald,53939,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Stadtwald,55764,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Stadtwald,83752,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Stadtwald,86212,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Stadtwald,73763,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Stadtwald,62845,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Stadtwald,63677,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Stadtwald,58655,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Stadtwald,45749,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Stadtwald,25208,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2017-01-01,Niederländer Ufer,21856,5.19,-0.13,3.32,-3.48,2.39,8.9,21.1,-11.3,78.7,46.2,10.8
2017-02-01,Niederländer Ufer,26557,6.15,5.76,9.05,2.28,2.68,16.4,23.0,-2.5,62.3,50.1,9.6
2017-03-01,Niederländer Ufer,56127,5.7,9.48,14.62,3.71,2.65,23.9,20.2,-3.1,150.5,63.8,21.2
2017-04-01,Niederländer Ufer,57207,4.93,8.47,14.07,1.78,2.43,23.6,15.8,-4.3,164.3,16.7,8.3
2017-05-01,Niederländer Ufer,86678,5.23,15.82,21.68,9.26,2.29,34.4,13.0,-1.4,227.5,39.8,8.1
2017-06-01,Niederländer Ufer,89779,5.0,19.44,25.81,12.7,2.5,36.7,19.4,8.1,208.3,45.0,12.4
2017-07-01,Niederländer Ufer,83409,5.71,19.31,25.1,13.6,2.39,33.2,26.1,6.6,183.3,142.8,32.8
2017-08-01,Niederländer Ufer,79042,5.51,18.26,23.29,12.98,2.03,29.4,14.7,7.6,162.2,147.5,29.6
2017-09-01,Niederländer Ufer,57486,5.52,13.96,18.86,9.29,2.23,23.9,17.8,5.2,122.5,82.1,16.7
2017-10-01,Niederländer Ufer,54441,5.6,12.88,16.66,9.1,2.55,22.7,22.6,2.2,85.7,47.3,15.3
2017-11-01,Niederländer Ufer,35900,6.59,6.54,9.56,3.13,2.27,15.6,15.4,-1.9,39.5,74.6,13.6
2017-12-01,Niederländer Ufer,20933,7.23,4.59,6.74,2.05,2.55,14.3,18.0,-3.5,9.2,86.8,13.3
2016-01-01,Deutzer Brücke,84624,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Deutzer Brücke,73872,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Deutzer Brücke,91858,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Deutzer Brücke,126689,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Deutzer Brücke,126405,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Deutzer Brücke,111706,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Deutzer Brücke,130914,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Deutzer Brücke,141775,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Deutzer Brücke,156950,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Deutzer Brücke,95540,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Deutzer Brücke,73828,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Deutzer Brücke,67412,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Hohenzollernbrücke,39266,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Hohenzollernbrücke,35621,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Hohenzollernbrücke,45409,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Hohenzollernbrücke,70366,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Hohenzollernbrücke,73250,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Hohenzollernbrücke,71190,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Hohenzollernbrücke,78656,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Hohenzollernbrücke,82438,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Hohenzollernbrücke,97870,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Hohenzollernbrücke,64150,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Hohenzollernbrücke,50576,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Hohenzollernbrücke,42624,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Neumarkt,103429,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Neumarkt,90288,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Neumarkt,112271,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Neumarkt,154842,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Neumarkt,155514,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Neumarkt,140535,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Neumarkt,161107,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Neumarkt,162742,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Neumarkt,180931,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Neumarkt,123931,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Neumarkt,102838,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Neumarkt,105695,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Zülpicher Straße,103856,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Zülpicher Straße,94214,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Zülpicher Straße,117152,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Zülpicher Straße,166072,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Zülpicher Straße,163905,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Zülpicher Straße,162250,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Zülpicher Straße,164747,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Zülpicher Straße,140839,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Zülpicher Straße,154748,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Zülpicher Straße,135457,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Zülpicher Straße,120698,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Zülpicher Straße,108448,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Bonner Straße,52631,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Bonner Straße,46969,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Bonner Straße,56959,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Bonner Straße,74178,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Bonner Straße,81505,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Bonner Straße,79222,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Bonner Straße,85167,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Bonner Straße,84979,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Bonner Straße,96794,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Bonner Straße,71028,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Bonner Straße,60601,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Bonner Straße,58946,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Venloer Straße,96307,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Venloer Straße,83046,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Venloer Straße,104711,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Venloer Straße,148794,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Venloer Straße,167864,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Venloer Straße,158375,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Venloer Straße,176785,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Venloer Straße,173707,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Venloer Straße,193330,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Venloer Straße,140484,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Venloer Straße,118489,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Venloer Straße,113939,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,A.-Schütte-Allee,19364,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,A.-Schütte-Allee,17507,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,A.-Schütte-Allee,25385,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,A.-Schütte-Allee,44908,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,A.-Schütte-Allee,63943,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,A.-Schütte-Allee,47881,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,A.-Schütte-Allee,65801,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,A.-Schütte-Allee,72244,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,A.-Schütte-Allee,69044,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,A.-Schütte-Allee,35675,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,A.-Schütte-Allee,23490,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,A.-Schütte-Allee,20242,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,Vorgebirgspark,9409,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,Vorgebirgspark,9087,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
2016-03-01,Vorgebirgspark,11042,5.62,5.0,9.2,0.59,2.52,16.0,24.0,-6.4,90.3,50.5,10.8
2016-04-01,Vorgebirgspark,17993,5.44,9.25,14.62,3.6,2.6,21.4,18.0,-1.7,146.8,54.2,15.5
2016-05-01,Vorgebirgspark,22337,5.45,15.04,20.49,9.5,2.68,26.3,16.3,0.6,195.8,38.3,13.0
2016-06-01,Vorgebirgspark,20262,6.04,17.24,22.46,12.43,2.17,33.7,-999.0,6.8,142.0,184.7,45.9
2016-07-01,Vorgebirgspark,22649,5.67,19.22,24.53,13.48,2.26,34.4,17.3,7.6,159.8,39.3,17.0
2016-08-01,Vorgebirgspark,23691,4.27,18.69,25.05,12.19,2.16,35.1,14.1,5.7,218.2,49.8,14.1
2016-09-01,Vorgebirgspark,26021,4.2,17.99,24.81,11.45,2.1,32.3,17.0,4.8,213.5,19.1,10.2
2016-10-01,Vorgebirgspark,16008,5.84,9.67,13.99,5.33,2.16,19.6,17.0,-2.1,77.6,41.1,10.9
2016-11-01,Vorgebirgspark,12756,6.21,5.74,9.05,2.05,2.3,16.2,18.7,-8.6,53.6,75.6,14.0
2016-12-01,Vorgebirgspark,10779,5.15,3.94,6.95,0.75,2.32,12.3,17.7,-8.3,74.1,19.1,8.5
2016-01-01,A.-Silbermann-Weg,57163,6.32,4.19,6.85,1.21,2.74,13.7,19.6,-9.3,47.0,68.5,7.6
2016-02-01,A.-Silbermann-Weg,48531,6.14,4.5,7.88,0.76,2.79,14.3,21.9,-5.8,60.1,74.1,14.5
